Categories                      ,Product Code,JAN Code     ,Manufacturers               ,Product Name                                                                                                                                ,Product status     ,In-stock Date,Release Date  ,Pre-order Deadline,Number of Pieces                      ,Order Unit,Retail Price,Wholesale Price,URL
Collectibles Miscellaneous Goods,551349      ,4580759551344,armabianca                  ,"""Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai"" Original Illustration Sunflower & White Dress Ver. Trading Shikishi with Stand",Pre-order          ,             ,Within 2022/10,2022-08-03        ,12 piecesbox = 12 pieces              ,12        ,750         ,488            ,https://b2b.mile-stone.jp/en/products/000551349
Collectibles Miscellaneous Goods,546401      ,4580759546401,armabianca                  ,"""Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai"" Original Illustration Chinese Dress Ver. Trading Acrylic Key Chain"            ,Pre-order          ,             ,Within 2022/10,2022-08-03        ,12 piecesbox = 12 pieces              ,12        ,650         ,423            ,https://b2b.mile-stone.jp/en/products/000546401
Collectibles Miscellaneous Goods,546449      ,4580759546449,armabianca                  ,"""Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai"" Original Illustration Chinese Dress Ver. Trading Acrylic Stand"                ,Pre-order          ,             ,Within 2022/10,2022-08-03        ,12 piecesbox = 12 pieces              ,12        ,800         ,520            ,https://b2b.mile-stone.jp/en/products/000546449
Collectibles Miscellaneous Goods,546425      ,4580759546425,armabianca                  ,"""Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai"" Original Illustration Chinese Dress Ver. Trading Mini Shikishi"                ,Pre-order          ,             ,Within 2022/10,2022-08-03        ,12 piecesbox = 12 pieces              ,12        ,500         ,325            ,https://b2b.mile-stone.jp/en/products/000546425
Collectibles Miscellaneous Goods,566515      ,4580759566515,armabianca                  ,"""Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai"" Original Illustration Chinese Dress Ver. Trading Can Badge"                    ,Pre-order          ,             ,Within 2022/10,2022-08-03        ,12 piecesbox = 12 pieces              ,12        ,400         ,260            ,https://b2b.mile-stone.jp/en/products/000566515
Figure・Doll                     ,500506011   ,6973714506011,COME4ARTS                   ,COME4ARTS CORNER BAR SERIES MERLIN 1/9 SCALE ACTION FIGURE                                                                                  ,Pre-order          ,             ,Within 2022/8 ,2022-07-26        ,24 piecescarton = 24 pieces           ,1         ,7200        ,5400           ,https://b2b.mile-stone.jp/en/products/500506011
Figure・Doll                     ,500506028   ,6973714506028,COME4ARTS                   ,COME4ARTS CORNER BAR SERIES MENG 1/9 SCALE ACTION FIGURE                                                                                    ,Pre-order          ,             ,Within 2022/8 ,2022-07-26        ,24 piecescarton = 24 pieces           ,1         ,6800        ,5100           ,https://b2b.mile-stone.jp/en/products/500506028
Figure・Doll                     ,500506035   ,6973714506035,COME4ARTS                   ,COME4ARTS CORNER BAR SERIES MR. Y 1/9 SCALE ACTION FIGURE                                                                                   ,Pre-order          ,             ,Within 2022/8 ,2022-07-26        ,24 piecescarton = 24 pieces           ,1         ,6800        ,5100           ,https://b2b.mile-stone.jp/en/products/500506035
Figure・Doll                     ,500506042   ,6973714506042,COME4ARTS                   ,COME4ARTS CORNER BAR SERIES MARSHALL 1/9 SCALE ACTION FIGURE                                                                                ,Pre-order          ,             ,Within 2022/8 ,2022-07-26        ,24 piecescarton = 24 pieces           ,1         ,6800        ,5100           ,https://b2b.mile-stone.jp/en/products/500506042
Plastic Model                   ,500330219   ,6972954330219,CREATIVE FIELD              ,NUMBER 57 ARMORED PUPPET INDUSTRY HUNTING FANG 1/24 SCALE PLASTIC MODEL KIT                                                                 ,Pre-order          ,             ,Within 2022/8 ,2022-07-19        ,24 piecescarton = 24 pieces           ,1         ,3400        ,2210           ,https://b2b.mile-stone.jp/en/products/500330219
Figure・Doll                     ,500350262   ,6974422350262,ZEN Of Collectible          ,ZEN Of Collectible CD-06 ASURA Alloy Action Figurine                                                                                        ,Pre-order          ,             ,Within 2022/12,2022-07-26        ,6 piecescarton = 6 pieces             ,1         ,28000       ,22400          ,https://b2b.mile-stone.jp/en/products/500350262
Capsule                         ,787358      ,4549660787358,Bandai                      ,"""PUI PUI Molcar"" Rubber Magnet"                                                                                                          ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,300 piecescarton = 6 bags × 50 pieces ,50        ,182         ,106            ,https://b2b.mile-stone.jp/en/products/000787358
Capsule                         ,778318      ,4549660778318,Bandai                      ,"High-Priced ""Anpanman"" Itazura Ippai Anpanman 8"                                                                                         ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,300 piecescarton = 6 bags × 50 pieces ,50        ,182         ,116            ,https://b2b.mile-stone.jp/en/products/000778318
Capsule                         ,772354      ,4549660772354,Bandai                      ,Sanrio Characters Hasamundesu. Deluxe 4                                                                                                     ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,300 piecescarton = 6 bags × 50 pieces ,50        ,182         ,106            ,https://b2b.mile-stone.jp/en/products/000772354
Capsule                         ,771976      ,4549660771975,Bandai                      ,"""Wanwan to U-tan"" Okkina! Air Friends -Picnic-"                                                                                          ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,300 piecescarton = 6 bags × 50 pieces ,50        ,182         ,106            ,https://b2b.mile-stone.jp/en/products/000771976
Capsule                         ,791456      ,4549660791454,Bandai                      ,"""Avataro Sentai Donbrothers"" GP Avataro Gears 05"                                                                                        ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,300 piecescarton = 6 bags × 50 pieces ,50        ,182         ,106            ,https://b2b.mile-stone.jp/en/products/000791456
Capsule                         ,696452      ,4549660696452,Bandai                      ,Megmilk Snow Brand Miniature Charm -Carton Beverage Series-                                                                                 ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,300 piecescarton = 6 bags × 50 pieces ,50        ,182         ,106            ,https://b2b.mile-stone.jp/en/products/000696452
Hug Pillow・Interior Goods       ,200903      ,4582439200900,Cross World Connections     ,"""Blythe"" 2023 Blythe Desktop Calendar Beautiful Beauty"                                                                                  ,Pre-order          ,             ,2022/7/23     ,2022-07-11        ,                                      ,1         ,1580        ,869            ,https://b2b.mile-stone.jp/en/products/000200903
Hug Pillow・Interior Goods       ,200894      ,4582439200894,Cross World Connections     ,"""Blythe"" 2023 Blythe Wall Calendar Beautiful Beauty"                                                                                     ,Pre-order          ,             ,2022/7/23     ,2022-07-11        ,                                      ,1         ,1680        ,924            ,https://b2b.mile-stone.jp/en/products/000200894
Capsule                         ,772255      ,4549660772255,Bandai                      ,Mos Burger Miniature Charm                                                                                                                  ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000772255
Capsule                         ,774038      ,4549660774037,Bandai                      ,"""Bleach: Thousand-Year Blood War"" Capsule Rubber Mascot"                                                                                 ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000774038
Capsule                         ,778776      ,4549660778776,Bandai                      ,"""Moomin"" Flat Narabundesu."                                                                                                              ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000778776
Capsule                         ,763032      ,4549660763031,Bandai                      ,"""One Piece"" Onepi Meshi Figure Collection 2"                                                                                             ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000763032
Capsule                         ,762271      ,4549660762270,Bandai                      ,Ringcolle! DonbuRing                                                                                                                        ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000762271
Capsule                         ,763574      ,4549660763574,Bandai                      ,Ringcolle! Mister Donut                                                                                                                     ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000763574
Capsule                         ,778059      ,4549660778059,Bandai                      ,"""SPY x FAMILY"" Capsule Rubber Mascot 3"                                                                                                  ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000778059
Capsule                         ,772033      ,4549660772033,Bandai                      ,"""Miffy"" Balloon Charm"                                                                                                                   ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000772033
Capsule                         ,778295      ,4549660778295,Bandai                      ,"High-Priced ""Anpanman"" Tekorogashi Pop'n Car"                                                                                            ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,186            ,https://b2b.mile-stone.jp/en/products/000778295
Capsule                         ,779254      ,4549660779254,Bandai                      ,Sea Creatures Pen Stand                                                                                                                     ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000779254
Capsule                         ,782599      ,4549660782599,Bandai                      ,"""Urusei Yatsura"" Goods Collection"                                                                                                       ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000782599
Capsule                         ,775591      ,4549660775591,Bandai                      ,"""Obungu to Issho"" Capsule Rubber Mascot -Sweets Nanodesu-"                                                                               ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000775591
Capsule                         ,774754      ,4549660774754,Bandai                      ,"""Shugo Chara!"" Die-cast Plate Amulet Charm Collection"                                                                                   ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000774754
Capsule                         ,775011      ,4549660775010,Bandai                      ,"""Sumikkogurashi"" CapChara Sumikkogurashi 7"                                                                                              ,Tentative Pre-order,             ,Within 2022/10,2022-07-06        ,200 piecescarton = 5 bags × 40 pieces ,40        ,273         ,169            ,https://b2b.mile-stone.jp/en/products/000775011
